id,title,artist,album,url,duration,bpm,genre
85638364,MISTY MIDNIGHT BLUE - SINGER SONGWRITER MIX,Natu Visinia,Growing Stronger,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/cf58ece2-f367-4502-a72a-b6574dd2462a.mp3?response-content-disposition=attachment%3B%20filename%3D%2285638364.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=M4zTIt%2B8YfHn44v4L3mTf1LMyJM%3D&Expires=1767994983,0:03:19,110.0,Singer-Songwriter
86475082,STAY IN MY WAY,NATU Visinia,NATU Ought To,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/24b82e11-f130-47bd-8aca-067069d1b2c8.mp3?response-content-disposition=attachment%3B%20filename%3D%2286475082.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=K1%2BhtwrzE08m1gjKnocXAImRzTU%3D&Expires=1767994983,0:02:59,117.0,Cont Country
86744337,UH OH HERE WE GO,Erik W Nelson,Sports of Sorts,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/893bcb9d-0d4f-4372-a4cf-4ea59273064d.mp3?response-content-disposition=attachment%3B%20filename%3D%2286744337.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=Uay%2BT1aT6%2BAsnFKdHv%2BmAEI60i8%3D&Expires=1767994983,0:02:24,95.0,Rockabilly
87044144,COOL JAZZ JIVIN' - INSTRO,Michael Scherer,Scherer Delight,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/584bacc8-99f5-4194-8753-d5694f05404b.mp3?response-content-disposition=attachment%3B%20filename%3D%2287044144.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=LhON8PDVeTZZEZWWNN8Q0LIr94A%3D&Expires=1767994983,0:02:23,112.0,Jazz
87044146,GROOVIN' SOUL - INSTRO,Michael Scherer,Scherer Delight,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/a4a185c8-fdf1-4610-a470-a4ff834c183b.mp3?response-content-disposition=attachment%3B%20filename%3D%2287044146.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=sjxURVE9NkT6w86o0ZIzPR7ko9c%3D&Expires=1767994983,0:03:13,129.0,Jazz
87044152,STRUTTIN' SAM - Short - INSTRO,Michael Scherer,He Has Jazz,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/05f02cf1-908e-4b55-931a-c89d1dc0866f.mp3?response-content-disposition=attachment%3B%20filename%3D%2287044152.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=9vqXfJYKVAHftQAf94Nv92xasTA%3D&Expires=1767994983,0:00:32,,Jazz
87044155,TAKIN' THE TIME - INSTRO,Michael Scherer,He Has Jazz,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/7e7c9f7f-1991-410b-91fc-84707840000f.mp3?response-content-disposition=attachment%3B%20filename%3D%2287044155.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=dBl%2Bg7kYqmqM7mIYfXrWxRirxjQ%3D&Expires=1767994983,0:01:01,140.0,Jazz
87048508,WHERE ARE THE SMILES - INSTRO,Michael Scherer,He Has Jazz,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/02ec31be-f2f1-4f4a-8e66-0022b5ad7119.mp3?response-content-disposition=attachment%3B%20filename%3D%2287048508.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=8kMWfhSyp09%2B%2BneKw0gpsdsXmNw%3D&Expires=1767994983,0:02:42,,Jazz
87364619,TRIPLE TREAT - INSTRO,Michael Scherer,Scherer Desire,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/b2b0297b-42dc-4438-9b69-6a2b8b7d3b00.mp3?response-content-disposition=attachment%3B%20filename%3D%2287364619.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=z8ko4qxGYATTBnKl1w1jVrV35i0%3D&Expires=1767994983,0:00:32,130.0,HipHop R&B
88276317,HEARTS ♥️ LIKE MINE - INSTRO Eminor,G Putnam Music,Scherer Delight,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/eb2a9998-f27e-4ac4-bfb9-f9b48edb8b16.mp3?response-content-disposition=attachment%3B%20filename%3D%2288276317.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=AtAuwnHiFi5NAM735E0VjK6EmGQ%3D&Expires=1767994983,0:03:15,140.0,Indie Pop
88304258,DECK THE HALLS - Christmas COVER - Dark,Cindy Youngren,Christmas,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/93ca9cc9-6109-4f78-9ef6-6c8f59d0c50a.mp3?response-content-disposition=attachment%3B%20filename%3D%2288304258.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=mV%2F3yG5qPkM0cGR60Bn4vWBXjZM%3D&Expires=1767994983,0:03:38,158.0,Dark
88459348,MY EYES TELL IT ALL - INSTRO,G Putnam Music,Desperate & Dirty,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/13a39eba-4735-4e30-a73b-7e34f434f1b8.mp3?response-content-disposition=attachment%3B%20filename%3D%2288459348.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=jpViQxVqnndOpvE57idCZyzDBWg%3D&Expires=1767994983,0:04:52,82.0,Alt Blues
88735944,YOUR TOUCH - INSTRUMENTAL,G Putnam Music,Sweet as Sexy,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/35e227d6-9502-456c-9277-d91c6e2b86ca.mp3?response-content-disposition=attachment%3B%20filename%3D%2288735944.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=aAv7INHM0i5SRqdEqmrCBoRQQEo%3D&Expires=1767994983,0:02:50,108.0,Latin Flavor
88820597,SOMETIMES - INSTRO,G Putnam Music,Desperate & Dirty,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/47169a4c-1058-445b-ba4f-6de0bfc73a86.mp3?response-content-disposition=attachment%3B%20filename%3D%2288820597.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=pHFC8FrwIuCPeXqT%2BUGvnTyvWRY%3D&Expires=1767994983,0:03:30,92.0,"Rock, Country"
88839181,CAN'T STOP MY EYES - TRAILER,G Putnam Music,Synth Nymph,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/5cf5eb0e-71d2-4399-b48f-d1d714b617d5.mp3?response-content-disposition=attachment%3B%20filename%3D%2288839181.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=E0lorjIZ9Rto83JrBdCp3WfLCPc%3D&Expires=1767994983,0:02:15,78.0,Rock
89000077,UH OH HERE WE GO - INSTRO,G Putnam Music,Sports of Sorts,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/cff87e0b-e4f0-443f-9dee-b7e2a8febc04.mp3?response-content-disposition=attachment%3B%20filename%3D%2289000077.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=MJmBtSDw%2FECnEhDPaaHFFti3ATo%3D&Expires=1767994983,0:02:24,95.0,Alt Rock
89051849,THE FOUNDATION - DEMOCRACY,Elliott Sedgewick,The Struggle,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/1bbcdba2-a5b6-4a16-a42d-6892d1024c3a.mp3?response-content-disposition=attachment%3B%20filename%3D%2289051849.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=rdlAxHAuRYTFwjI%2BJwjepgYTgY4%3D&Expires=1767994983,0:03:38,112.0,Americana
89073169,NO! WON'T DO IT AGAIN  - INSTRO,G Putnam Music,Synth Nymph,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/900f5a75-b6aa-41a4-b82b-37db79c3eed6.mp3?response-content-disposition=attachment%3B%20filename%3D%2289073169.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=ggNSkwOX9fywMKaEBC1jpqa8tPg%3D&Expires=1767994983,0:02:36,80.0,Upbeat Dark
89083504,TIME'S PRESENT -  INSTRO,G Putnam Music,Bustin’ Out,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/916d0c01-ee52-4159-87f6-79272a225977.mp3?response-content-disposition=attachment%3B%20filename%3D%2289083504.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=8I7A2aTPqfFNF%2BUrmXB%2BqceClU4%3D&Expires=1767994983,0:02:41,124.0,Indie Pop
89145838,RIGHT HERE SOMEHOW - INSTRO,G Putnam Music,CLUBBIN',https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/a6fae84d-d694-4b13-8657-896ca35bd192.mp3?response-content-disposition=attachment%3B%20filename%3D%2289145838.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=2lVwq9dm1OKyDRpZhKN%2F1THO4HU%3D&Expires=1767994983,0:02:18,130.0,Reimagined
89280768,PILLS OR PAIN - INSTRO,G Putnam Music,Desperate & Dirty,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/d738dca6-a04a-4c90-952d-7a48b855ee33.mp3?response-content-disposition=attachment%3B%20filename%3D%2289280768.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=baldrGNZ1zhEJOEtx24cqLV7a6M%3D&Expires=1767994983,0:03:42,69.0,Rodeo
89439950,ASK ME TO DANCE,G Putnam Music,Dance Steady,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/12c8a609-bdf5-4c47-863b-4d8878ed7e24.mp3?response-content-disposition=attachment%3B%20filename%3D%2289439950.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=5Bx3Lj39ZJysetPi5%2Ba2CQ0Wlj0%3D&Expires=1767994983,0:02:43,130.0,Indie Pop
89654189,HEARTS 💕  LIKE MINE,Michael Schere,Coming Through,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/f57eb5ce-8891-497a-a26d-8f85623528d7.mp3?response-content-disposition=attachment%3B%20filename%3D%2289654189.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=tdk%2F2Xxff4KajstigvdBE6KdZz0%3D&Expires=1767994983,0:03:10,140.0,R&B Pop Electric
89784762,LA BUENA VIDA - INSTRO,Michael Scherer,Scherer Desire,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/6409b5c0-3ab4-405c-abb6-94eac152d05e.mp3?response-content-disposition=attachment%3B%20filename%3D%2289784762.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=q%2FzDV%2B%2FJBPiM20BivlhR46WHpKQ%3D&Expires=1767994983,0:03:33,126.0,"Jazz, BGVS"
89784763,ALL NIGHT LONG - INSTRO,G Putnam Music,Scherer Desire,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/7d65f327-68bf-4bef-8030-0a20122f3f7a.mp3?response-content-disposition=attachment%3B%20filename%3D%2289784763.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=foGdoHtiszlEhsNR1%2BOyZBgrA1c%3D&Expires=1767994983,0:04:36,74.0,"Jazz, Instrumental"
89784764,CRUISIN' LITE - INSTRO,G Putnam Music,He Has Jazz,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/48572f7b-86bc-45e1-8169-3b5de393481a.mp3?response-content-disposition=attachment%3B%20filename%3D%2289784764.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=GMpnWBWdBeQIXK1CLOnQio20iu0%3D&Expires=1767994983,0:03:59,100.0,"Jazz, Instrumental"
89784778,WALK IN THE PARK,Michael Scherer,He Has Jazz,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/fed4057e-4ade-48c5-bac6-48a14ecea182.mp3?response-content-disposition=attachment%3B%20filename%3D%2289784778.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=sQ5AiRuhC%2FduC2zWkWk5p70AFS8%3D&Expires=1767994983,0:02:24,198.0,"Jazz, Instrumental"
89784779,THAT'S THE LIFE - INSTRO,Michael Scherer,Scherer Desire,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/03d6cdb3-b4b5-48e6-b7bb-8819d6b51e78.mp3?response-content-disposition=attachment%3B%20filename%3D%2289784779.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=8rPj5%2B8hCDdPrlEl5w1tuNQSSXs%3D&Expires=1767994983,0:04:15,131.0,"Folk, Indie, Pop, Punk, Rock"
90227828,SALT OF THE EARTH,Lu,The Struggle,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/a18ceefa-a829-4eb7-91dc-3bd3d5e10635.mp3?response-content-disposition=attachment%3B%20filename%3D%2290227828.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=wQBoHEwisau1AqW1XbReCrQMKAk%3D&Expires=1767994983,0:05:23,95.0,Folk
90866202,RUN RUN RUN - INSTRO,G Putnam Music,BUSTING OUT,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/309de485-17b6-47e5-a736-2ab14deb1cd8.mp3?response-content-disposition=attachment%3B%20filename%3D%2290866202.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=zQFng2n%2Ff8TZRohJBizj2GYjrNs%3D&Expires=1767994983,0:02:33,102.0,ROCK
91880347,ASK ME TO DANCE - INSTRO,G Putnam Music,Film/TV,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/f6e774b1-b7af-4e98-b901-265addebc376.mp3?response-content-disposition=attachment%3B%20filename%3D%2291880347.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=zbgmhu9nP3Y9Z60vbHXEcuOgDi8%3D&Expires=1767994983,0:02:43,130.0,Indie Pop
91923415,YOUR TIME,Brandon Howard,"- FAMILY, TIME, TRUST",https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/1ed066be-183f-468b-859a-e33d3e57de21.mp3?response-content-disposition=attachment%3B%20filename%3D%2291923415.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=%2FyWxIQ1C%2Flz9mwhnR4YMAA7rhgg%3D&Expires=1767994983,0:04:02,85.0,Folk
91923430,BLUE JEANS N' BEER 2009,G Putnam Music,Bar Rock,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/ca901025-7730-4a23-85f4-4fe34ab08089.mp3?response-content-disposition=attachment%3B%20filename%3D%2291923430.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=7%2BmvZ%2Fvd85VBsDrlx%2BY2WZRomq8%3D&Expires=1767994983,0:03:09,117.0,Americana
92181388,BEIN' WITHOUT YOU,G Putnam Music,Crawlin' NOT Fallin',https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/af27c79e-95b8-4ac5-a3d3-446e6b0cfa2a.mp3?response-content-disposition=attachment%3B%20filename%3D%2292181388.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=wVLzmxu%2FCetV%2Bx23%2FW6AYjQuulI%3D&Expires=1767994983,0:02:51,143.0,Indie Pop
92295626,MOVIN' ALONG - INSTRO,G Putnam Music,Slight Light,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/4fa4a480-78b5-407c-8d04-a5a094aca337.mp3?response-content-disposition=attachment%3B%20filename%3D%2292295626.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=N4Ayzz7QglgDZVadaZqTCTQuGbg%3D&Expires=1767994983,0:03:55,,Folk Rock - Fiddle
92578600,BEIN' WITHOUT YOU - INSTRO,G Putnam Music,Desperate & Dirty,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/91f4be58-b89f-443b-9f58-42b8ee825d6e.mp3?response-content-disposition=attachment%3B%20filename%3D%2292578600.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=JgpUTjzJLiB62HceAm%2BZMWTKHf8%3D&Expires=1767994983,0:02:51,72.0,Indie Pop
92582460,HOPE YOU KNOW,Chris Krause,Cowboy Country,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/43b43233-e0f0-4d51-a0e5-cf0a93290168.mp3?response-content-disposition=attachment%3B%20filename%3D%2292582460.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=D7IzD%2B85YIvxQMsi4MGk8tgwiw4%3D&Expires=1767994983,0:03:31,151.0,Rodeo/Cowboy
94642662,BOUNCE ALONG - INSTRO,G Putnam Music,Scherer Delight,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/ffba885b-5434-45b4-ab88-78e8d3835393.mp3?response-content-disposition=attachment%3B%20filename%3D%2294642662.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=CoBDBDd3XptduN8EeXqtQg89Elo%3D&Expires=1767994983,0:02:33,115.0,Pop Funk
94642663,FAST LANES - INSTRO,Michael Scherer,Dance Steady,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/31efbf0b-53fc-44b1-bed0-07273a05939d.mp3?response-content-disposition=attachment%3B%20filename%3D%2294642663.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=mwSqGEpVcqg08AYNtjbFEeJt%2FKs%3D&Expires=1767994983,0:02:04,120.0,Pop Dance
96021185,HAZY CRAZY,G Putnam Music,Coming Through,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/92b8895a-bc66-44da-ba35-40d77800bfe9.mp3?response-content-disposition=attachment%3B%20filename%3D%2296021185.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=cZ2npYbZLvG7gOZtdeIOv0uNzAc%3D&Expires=1767994983,0:02:43,134.0,Singer/Songwriter
96302148,SUNSHINE IN THE MEADOW,Michael Scherer,Scherer Delight,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/768924eb-4a5b-485c-8848-4a20a7dd77eb.mp3?response-content-disposition=attachment%3B%20filename%3D%2296302148.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=XYLCpmlUrU1FHyG0hY%2FMD%2BHlr3M%3D&Expires=1767994983,0:03:28,58.0,Jazz
96302338,REFLECTION - INSTRO,Michael Scherer,Scherer Delight,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/2e068ed9-fd38-43d1-b779-22e456642456.mp3?response-content-disposition=attachment%3B%20filename%3D%2296302338.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=MmKCW4IKvQ1J2owby4b1Dc7fDck%3D&Expires=1767994983,0:06:24,58.0,Jazz
99145042,HAZY CRAZY - INSTRO,G Putnam Music,Coming Up!,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/468cdd9d-addc-40bc-9084-1fba1225d388.mp3?response-content-disposition=attachment%3B%20filename%3D%2299145042.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=M0h9fQvrjzdv9Z284j9ysG9UntI%3D&Expires=1767994983,0:02:43,134.0,Singer/Songwriter
99479227,MY EYES TELL IT ALL,Sandy Sugar Smith,Turnin' Blue,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/bc5ea993-991d-422b-b5a8-48ade4a41acf.mp3?response-content-disposition=attachment%3B%20filename%3D%2299479227.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=a8Cbhp8%2Bi9Fk80gXdDsHisj7n7s%3D&Expires=1767994983,0:04:50,161.0,Alt Blues
99482985,NO ONE'S HARD TO HOLD ONTO - Female,Amy Howard,Dealin’ Feelin',https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/9718cb34-a1e4-466a-a8af-d571f8d1805e.mp3?response-content-disposition=attachment%3B%20filename%3D%2299482985.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=xWrv6%2BYLBbQPHtXLwwdqGKAlWCo%3D&Expires=1767994983,0:03:42,149.0,Folk
99484833,RIDIN' CLOUD 10 - INSTRO,G Putnam Music,Crashin’ NOT Fallin',https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/4b61147a-7e0b-4e04-a018-5ec3b7807deb.mp3?response-content-disposition=attachment%3B%20filename%3D%2299484833.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=Y34r%2BTryeL39RXuf%2F9DlRXxTY2Y%3D&Expires=1767994983,0:02:58,81.0,"Pop, Country "
99642523,CAN'T TAKE MY EYES ON U - INSTRO,G Putnam Music,Synth Nymph,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/5cf5eb0e-71d2-4399-b48f-d1d714b617d5.mp3?response-content-disposition=attachment%3B%20filename%3D%2299642523.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=Y8WhdrCe3qjF3MCr0LO6XDvhE7A%3D&Expires=1767994983,0:02:15,78.0,"Trailer, FILM, CINEMA"
99642604,Take Me to the Lake-INST,G Putnam Music,Instrumental,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/8e2dd18f-8d74-4097-9d2e-cd7eaf4b602b.mp3?response-content-disposition=attachment%3B%20filename%3D%2299642604.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=9jsSyKSQXAzheqfJgAmILvq4lcE%3D&Expires=1767994983,0:03:20,136.0,Americana
99647011,LIVIN' IN A CRAZY BIG WAY,Andre Brown,Sexy Swagger,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/75e98f39-dd77-4835-b9ba-01303d4d9b90.mp3?response-content-disposition=attachment%3B%20filename%3D%2299647011.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=bXPlhlrwXnzl8%2FQeGL9MQvlaNcA%3D&Expires=1767994983,0:02:55,123.0,"Folk, Rock"
99647322,OH SO CASUALLY - INSTRO,G Putnam Music,Desperate & Dirty,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/86ce94bb-6745-40ef-a318-b784965431a2.mp3?response-content-disposition=attachment%3B%20filename%3D%2299647322.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=arK1KxHvjmEXHgr06ZYySRn%2FsiA%3D&Expires=1767994983,0:03:22,91.0,"Pop, Rock"
99647441,OH SO CASUALLY (STRIPPED),Rachel Scharnette,Subtly Simple,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/f0c4f1d8-7ca2-4240-82f9-98885c2c8f63.mp3?response-content-disposition=attachment%3B%20filename%3D%2299647441.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=9gBPjiH8zZxIRGp44kjrIOQalE8%3D&Expires=1767994983,0:03:22,91.0,"Pop, Rock"
99647594,TIMES LIKE THESE,Scotty Alexander,Festive,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/1e6146e3-4f5c-4c4f-bfd2-1f5d65f0c9e3.mp3?response-content-disposition=attachment%3B%20filename%3D%2299647594.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=XcfJoQ%2FkVhlhAP6crP7BA2XYRus%3D&Expires=1767994983,0:02:48,101.0,MOD COUNTRY
99647598,TODAY WANTS TO BE A GOOD ONE,Simon Webb,Dance Steady,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/d6ad3f94-d36c-473f-9952-2989f677e621.mp3?response-content-disposition=attachment%3B%20filename%3D%2299647598.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=WOXDbQG0dQnbl9W5lglAPsLPAkc%3D&Expires=1767994983,0:03:23,135.0,Americana
99647936,WHISP'RIN' IN THE WIND - INSTRO,G Putnam Music,Clubbin',https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/34e0f3aa-69f2-4f97-a2c8-0f887940280d.mp3?response-content-disposition=attachment%3B%20filename%3D%2299647936.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=lmaPC4lPE68TEaqWu%2B6Rkp51Sj8%3D&Expires=1767994983,0:04:52,,Blues
99648680,HOW 'BOUT ANOTHER DANCE,NATU Visinia,Sexy Swagger,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/31ee7a1a-1961-44c5-831f-d41b6cfc9413.mp3?response-content-disposition=attachment%3B%20filename%3D%2299648680.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=STVBvZ9mXLO2hQOPS7GYjN3gII4%3D&Expires=1767994983,0:03:04,87.0,Mod Country
99700326,GO AS YOU WERE - INSTRO,G Putnam Music,Synth Nymph,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/c280a0a1-1683-4fb5-af4d-6ea9b8a80ed3.mp3?response-content-disposition=attachment%3B%20filename%3D%2299700326.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=tQkBHz67mipB4xNcBVhpRO%2F0BTc%3D&Expires=1767994983,0:03:01,75.0,Reimagined
99723606,I JUST WANT SOMEONE - INSTRO,G Putnam Music,Remembering Forgetting,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/ae1a02db-dc31-4faf-b421-ec4cdf0793aa.mp3?response-content-disposition=attachment%3B%20filename%3D%2299723606.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=%2FzTW3bgCEXXAojC%2BQO%2B8Rz23KEQ%3D&Expires=1767994983,0:03:37,85.0,"Soul, Rock, Pop"
99725286,PAST TENNESSEE - INSTRO,G Putnam Music,Downhome,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/63209029-95ab-4c66-9f1a-db0013b6d5ec.mp3?response-content-disposition=attachment%3B%20filename%3D%2299725286.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=KGyPbCNOccMYdTss8hO1S0GQxZ8%3D&Expires=1767994983,0:03:29,151.0,Country
99805456,HAVE TO - INSTRO,G Putnam Music,Slight Light,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/a31d86f2-3331-4d13-a30b-fe2aed6de815.mp3?response-content-disposition=attachment%3B%20filename%3D%2299805456.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=iU%2FUbLycxvqaHAUuCiZD4DHX3ic%3D&Expires=1767994983,0:03:35,94.0,Banjo
100391228,EVEN IF I TRIED - F,Rhonda Lester,Coming Through,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/b8c2d5f9-4896-4bf9-b21b-d8f068e180e3.mp3?response-content-disposition=attachment%3B%20filename%3D%22100391228.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=E3zbzO%2FZiAoBa4ugx8hwyoF0A0w%3D&Expires=1767994983,0:02:54,76.0,"Indie, FOLK, Country"
102327167,CHRISTMAS STAR - MOD,Zach Jackson,Christmas,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/5d158657-9cf0-4d59-87b9-04e2854f95eb.mp3?response-content-disposition=attachment%3B%20filename%3D%22102327167.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=f082ivjuJz%2FkcZ9ueIrx0PEbPps%3D&Expires=1767994983,0:02:14,145.0,Christmas
