Track ID,Title,Album,Artist,BPM,Comment,Composer,Genre,Grouping,ISRC,Lyrics,ProNumber,Release Date,Year,External ID,Tag category: Mood/feel,Tag category: Lyric themes,Tag category: Tempo,Tag category: Instrument,Tag category: Vocals,Tag category: Genre,Tag category: Type,Internal comment,Client comment,track_formats,[read-only] Duration,Writer 1 Name,Writer 1 Percentage,Writer 1 PRO,Writer 1 Publisher,Writer 2 Name,Writer 2 Percentage,Writer 2 PRO,Writer 2 Publisher,Writer 3 Name,Writer 3 Percentage,Writer 3 PRO,Writer 3 Publisher,Writer 4 Name,Writer 4 Percentage,Writer 4 PRO,Writer 4 Publisher
121721708,FRIEND LIKE YOU,Still Walking,KLEIGH,94,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,Alt Rock/Singer-Songwriter/Minimal,G Putnam (50%) ASCAP Clayton Michael Gunn (50%) ASCAP 462448938,QZ-GD6-25-00600,"Had wolves circlin' 'round me
Like I was somethin' to tear... up (was)
Wonderin' if I'd even be enough (for 'em) 
You know, that kind'a thoughts (You)
Came to my aid - Led me away 
Feel saved n' amazed  - been repaid (see)
Best friends come through - on cue (too)
There's no pretend-----with a friend like you 
Look  up at the night's light
One special star's shines - always bright
Even on the darkest night (might)
Lose sight but the twinkle's fine
Came to my aid - Led me away 
Feel saved n' amazed - been repaid (see)
Best friends come through -  on cue (too)
There's no pretend-----with a friend like you 
'Long comes your hand like it was planned
Right on time - swung from a vine
Unafraid - in a cape  
Steady - ready - deft--ly 
Came to my aid - Led me away 
Feel saved n' amazed - been repaid (see)
Best friends come through -  on cue (too)
There's no pretend-----with a friend like you 
Came to my aid - Led me away
Came to my aid - Led me away
Came to my aid - Led me away 

",925435956,,2025,,"Uplifting, Reflective, Positive, Moody, Minimal, Hopeful, Gritty, Emotive, Dreamy, Building, Edgy, Connected","Together, Survival, Friendship, Inspirational, Confidence, Connection, Gratitude, Identity, Nostalgia, Relationship, Strength, Caring, Grounded, Belonging, Fiercely Loyal, SINCERE, DEPENDABLE, ALL-IN","Uptempo, Midtempo",Piano,Male vocal,"Singer/songwriter, Indie, Alt Rock","One stop, Mainstream, Demo",,,"wav,mp3",0:02:48,Gregory D Putnam,50,ASCAP,G Putnam Music,Clayton Michael Gunn,50,ASCAP,G Putnam Music,,,,,,,,
121721711,LOVE RENEWS,Still Walking,KLEIGH,116,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,Alt Rock/SInger-Songwriter,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-24-00388,"I keep wond’rin’ about us two
How to do more for you
See, I’ve made mistakes all along n'
Fightin’ through made us strong n'
Life moves on n' before so long
We win or we lose as we choose 
Like we knew the clues 
Few do 
You say love is forever (so)
What else can we truly treasure
Times come n’ we either grow (or)
Dreams get lost - hot turns cold
So tell the pain NO
Let the tears flow 
Yeah, hurt dulls
Try lettin' go n' know 
Love gets us through 
Love renews
Sometimes I go-to-the water
Get my thoughts softer 
Sit n’ watch the waves flow 
Passin' with each LONG roll 
Like -- time --- waves seem slow
Yet they crash – no lookin’ back 
Enjoy the ride 
Take pride!
You say love is forever (so)
What else can we truly treasure
Times come n’ we either grow (or)
Dreams get lost - hot turns cold
So tell the pain NO
Let the tears flow 
Yeah, any hurt dulls
Try lettin' go - know
Love gets us through 
Love renews
Love don’t need words
Love don’t need great minds
Love just needs an avenue
Maybe baby, love needs me n’ you
You say love lives forever (so)
What else can we really treasure
Times come n’ we either grow (or)
Dreams get lost or get old 
So tell the pain NO
Let the tears flow 
Yeah, any hurt dulls
Try lettin' go n' know 
Love gets us through 
Love rescues (yeah)
It's true
Love renews...",922854161,,2025,,"Warm, Uplifting, Reflective, Powerful, Positive, Moody, Minimal, Emotive, Dark, Cool, Confident, Building","Winning, Survival, Love, Individuality, Empowerment, Carry on, Better, Beautiful, Confidence, Identity, New beginning, Nostalgia, Pain, Strength, Success","Uptempo, Midtempo",Piano,Male vocal,"Singer/songwriter, Indie, Alt Rock","One stop, Mainstream, Easy-clear, Demo",,,"wav,mp3",0:03:28,Clayton Michael Gunn,50,ASCAP,G Putnam Music,Gregory D Putnam,50,ASCAP,G Putnam Music,,,,,,,,
121721728,ALONE WITH YOU,Go for the Heart,KLEIGH,76,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,Singer-Songwriter/Alt Rock/MINIMAL,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-24-00641,"I think about how I spend my days
Where do I go? What do I say?
To whom do I confess? 
Hard to look at myself
When I see others I guess
As they come into view
Who's safe - who's cool (that's)
My way to tune in who
I’ll get close to
When I'm around ev'ryone else 
It's like I'm livin' ---- pitchin'----
My life -- into their wishin' wells 
Want space - not crowds - now
I just wanna be alone 
I wanna be alone 
I wanna be alone...with you 
On my own far too long 
Life was cold n' way - too calm  (then)
We met n' went n' fell in love
Brought thoughts n' what ifs  
Dreams n' fears bring cliffs n' zeniths
Alone with memories 
Lookin' back, I believe (felt)
Like them versus me
...So I tarry 
When I'm around ev'ryone else 
It's like I'm livin' ---- pitchin'----
My life -- into their wishin' wells
Want space - not crowds – not now
I just wanna be alone 
I wanna be alone 
I wanna be alone...with you 
Other folks are great (okay)
I'm ready to get out of their way
If you're with me - you get me 
So stay...let's play 
When I'm around ev'ryone else 
It's like I'm livin' ---- pitchin'----
My life -- into their wishin' wells 
Want space - not crowds – not now
I just wanna be alone 
I wanna be alone 
I wanna be alone...with you 
Yeah
I wanna be alone...with you (yeah)
Yeah
I wanna be alone...with you (yeah)(mmm)
... with …. you


",924504839,,2025,,"Emotive, Dreamy, Confident, Building, Edgy","Together, Survival, Love, Individuality, Good times, Desire, Connection, Escape, Gratitude, Relationship, Romance, Strength, Struggle, Belonging, Aversion, Avoidance, SINCERE, AFFECTIONATE","Slow, Uptempo",Piano,Male vocal,"Singer/songwriter, Alt Rock","One stop, Mainstream, Demo",,,"wav,mp3",0:03:16,Gregory D Putnam,50,ASCAP,G Putnam Music,Clayton Michael Gunn,50,ASCAP,G Putnam Music,,,,,,,,
122288606,MERRY CHRISTMAS ALL YEAR,Christmas,Alexa,86,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (34%) ASCAP Erik Nelson (33%) ASCAP Faamanatuina Visinia (33%) ASCAP,Christmas,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00319,"Kissin’ under the Mistletoe 
Makin’ angels in the snow 
It would be so incredible
If I could really marry Christmas all year 
Curlin up by the fire place
Givin’ gifts meant to amaze 
Every day would be a holiday 
If I could really marry Christmas all year 
That jolly feeling I get, when it comes around 
I deck the halls and count the, 12 days down 
Yeah I get butterflies waiting to see
What kind of goodies I get underneath the tree 
Kissin’ under the Mistletoe 
Makin’ angels in the snow 
It would be so incredible
If I could really marry Christmas all year 
Curlin up by the fire place
Givin’ gifts meant to amaze 
Every day would be a holiday 
If I could really marry Christmas all year 
Falalalalaaah 2X
Bells would ring (pause)
Dream of what each new day brings
I'd be much happier If I could marry Christmas all year 
Kissin’ under the Mistletoe 
Makin’ angels in the snow 
It would be so incredible
If I could really marry Christmas all year 
Curlin up by the fire place
Givin’ gifts meant to amaze 
Every day would be a holiday 
If I could really marry Christmas all year",,,2023,,"Upbeat, Sexy, Rhythmic, Moody, Cool, Confident, Catchy, Bright","Youth, Together, Love, Holiday, Happiness, Good times, Family, Christmas, Beautiful, heartfelt, Celebration, Fun, Nostalgia",Midtempo,"Synth, Percussion, Bass",Female vocal,"Pop, Electronic","One stop, Mainstream, Easy-clear, Demo",,,"wav,mp3",0:02:27,Gregory D Putnam,100,ASCAP,G Putnam Music,,,,,,,,,,,,
123174367,WITHOUT A SOUL,We’re Better than This,KLEIGH,65,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,"Alt Rock, Singer-Songwriter",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-24-00638,"Without a Soul. ©2024 gunn/putnam

V1
So many things happen so easily -- in our world
Snap your fingers - presto – there you go
Get what you want --- prayer answered  
Winner takes all – you better know 
Big diff’rence between cool n’ cold_

Ch1
His bankbook’s grown full – his time’s in a race
Can’t really feel love but knows it has its place
His heart’s on empty n’ where’s that he’s gettin’?
Greed must be temptin’ but The Gates don’t take gold 
So - it’s like goin’ to church……without a soul
Without a soul

V2
Chasin' fast cash n’ run with fast girls – life's blessed
Don’t care no one’s there – if it's time to cry
He walks the halls some call success 
Carry your weight when it’s your time
In heaven best not try lies - you can't hide

Ch2
His bankbook’s grown full – his time’s in a race
Can’t really feel love but knows it has its place
His heart’s on empty n’ where’s that he’s gettin’?
Greed must be temptin’ but The Gates don’t take gold 
So - it’s like goin’ to church……without a soul

Br
He can fold his hands in prayer 
Without sincerely bein' there
Confused - debonair

Ch3/Outro
His bankbook’s grown full – his time’s in a race
Can’t really feel love but knows it has its place
His heart’s on empty n’ where’s that he’s gettin’?
Greed must be temptin’ but The Gates don’t take gold 
So - it’s like goin’ to church……without a soul
Without a soul, no
There’s no hope
Without a soul
All alone
Without a soul",925089411,,2025,,"Sad, Reflective, Powerful, Mysterious, Moody, Minimal, Atmospheric","Temptation, Searching, Power, Fame, heartfelt, Betrayal, Conflict, Loneliness, Longing, Regret, Struggle",Slow,Piano,Male vocal,"Singer/songwriter, Alt Rock","One stop, Mainstream, Demo",,,"wav,mp3",0:04:13,Gregory D Putnam,50,ASCAP,G Putnam Music,Clayton Michael Gunn,50,ASCAP,G Putnam Music,,,,,,,,
123485285,WIHTOUT A SOUL - INSTRO,Slight Light,Music Maykers,,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Clayton Michael Gunn (50%) ASCAP 462448938,"Film, Alt Rock",ONE STOP - G Putnam Music owns Masters & Publishing Control,,,925089411,,2025,,"Sad, Reflective, Powerful, Mysterious, Moody, Minimal, Atmospheric","Temptation, Searching, Power, Fame, heartfelt, Betrayal, Conflict, Loneliness, Longing, Regret, Struggle",Slow,Piano,Male vocal,"Singer/songwriter, Alt Rock","One stop, Mainstream, Demo",,,"wav,mp3",0:04:13,Gregory D Putnam,50,ASCAP,G Putnam Music,Clayton Michael Gunn,50,ASCAP,G Putnam Music,,,,,,,,
125624840,WORLD OF WORDS LILLI-MICHAEL,Caught Off Guard,Lilli O'Dowd & KLEIGH,76,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Zach Garrett (50%) ASCAP,Indie DUET,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00146,"You told me you could light my flame 
Spark these embers - give love a brand-new name 
So clearly, I still remember  
I heard your words but ev’rythin’ ends there   
I thought that I could finely see 
You held a candle – shined like mystery 
An answer in your eyes – a smile of light 
Once again, truth lies just when it felt so right  
We stumble through our words 
We juggle so unsure 
We crumble to the hurt… 
Fallout from the world 
The world of words  
See, I had so few clues 
Just got lost tryin’ to find you 
In an empty world with so little time 
It’s me-my-mine without any rhyme  
Those silent moments holdin’ you so tight 
There were no words, only warmth n’ sight 
We seem to forget that time is but a treasure 
Till we look back to find its measure 
We stumble through our words 
We juggle so unsure 
We crumble to the hurt… 
Fallout from the world
The world of words
We stumble through our words 
We juggle so unsure 
We crumble to the hurt… 
Fallout from the world
The world of words
Fallout from the world
The world of words",913331921,,2025,,"Sad, Reflective, Powerful, Positive, Moody, Minimal, Light, Dreamy, Dark, Atmospheric","Searching, Love, Breakup, Time","Slow, Fast, Downtempo","Strings, Piano, Percussion, Drums, Bass","Female vocal, Duet","Singer/songwriter, Rock, Pop, Indie, Folk","One stop, Mainstream, Easy-clear",,,m4a,0:02:45,Gregory D Putnam,100,ASCAP,G Putnam Music,,,,,,,,,,,,
127692930,CRIED FOR THE 1ST TIME - STRIPPED,Heart for Heart,KLEIGH,71,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,"Alt Rock, SINGER-SONGWRITER",G Putnam (50%) ASCAP Clayton Michael Gunn (50%) ASCAP 462448938,QZ-GD6-24-00643,"I cried for the 1st time
Felt swept away - tumblin' down a mountain side
Sprawling ...callin....snowballin'
I won't find you n' I can't find me n'
Like I lost my dignity
I've cried for the 1st time 
I couldn't talk - my heart got caught
Lost in memories n' fears that climb
My mind each time I stop
To gather thoughts -- this pain denies (yeah)
I cried for the 1st time
I crumbled at the worst time
Stuck in a dead-end line - waitin' in a town called Why
Sprawlin'...bawlin'...recallin'
What it's done to me n' what this loss means n'
When does a heartache leave?
I've cried since the 1st time 
I couldn't talk - my heart got caught
Lost in memories n' fears that climb
My mind each time I stop
To gather thoughts -- this pain denies (yeah)
I've cried since the 1st time (it's)
Time to dry my eyes
Hold my head up high
You were the only one (now)
I  got to - have to - need to - move on
I'm cryin' like it's the 1st time n'
I couldn't talk - my heart got caught
Lost in memories n' fears that climb
My mind each time I stop
To gather thoughts - the pain denies
I cried for.....No....oh, no...
I've cried for the last time
I've cried for the last time 
I've cried for the last time.........
Someday...will make my way to okayI'll be okay",923988433,,2024,,Minimal,"Survival, Heartbreak, Change, heartfelt, Conflict, Fear, Loss, New beginning, Pain, Regret, Relationship, Struggle, overcome","Uptempo, Midtempo",Piano,Male vocal,"Singer/songwriter, Alt Rock","One stop, Mainstream, Easy-clear, Demo",,,mp3,0:03:30,Gregory D Putnam,50,ASCAP,G Putnam Music,Clayton Michael Gunn,50,APRA,G Putnam Music,,,,,,,,
131838247,HEARTWAVE,Lloyd’s Void,Lloyd G Miller,95,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (34%) ASCAP Lloyd Miller (33%) ASCAP Sandra Devault (33%),Country Rock,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-24-00647,"Feel a cool breeze as she walked by
Then a draft from the closin' door 
As I moved toward her
My steps grew shorter
Air whirled - hot winds waved
Tonight's gonna be a hurricane
It's a heartwave n' I'm feelin' brave 
Timeless touches - thunder rushes
Each time she spins
The heat rises n' 
Begins blowin' our way
Sparks fly - hope begins 
My heart's startin' to bl;aze
Feelin' my 1st heartwave
Felt feelin's real appealin' - asker her (to) dance
Her look was my answer (with)
Lips that were made to kiss 
Eyes like Junior Mints 
I know where it's goin' 
My hearts blown away like a hurricane
It's a heartwave n' I'm feelin' brave 
Timeless touches - thunder rushes
Each time she spins
The heat rises n' 
Begins blowin' our way
Sparks fly - hope begins 
My heart's startin' to bl;aze
Feelin' my 1st heartwave
She's like a summer dream all winter
Glows like a candle as the midnight turns
From a moment to day 
From a match to a blaze
From bein' born to ..........
Findin' my way
 It's a heartwave n' I'm feelin' brave 
Timeless touches - thunder rushes
Each time she spins
The heat rises n' 
Begins blowin' our way
Sparks fly - hope begins 
My heart's startin' to bl;aze
Feelin' my 1st heartwave
1st heartwave",925153273,,2024,,"Warm, Uplifting, Upbeat, Romantic, Reflective, Quirky, Positive, Playful, Hopeful, Fun, Emotive, Cool, Confident, Catchy, Bright","Love, Hope, Desire, Connection, Longing, Relationship, Romance, Time","Uptempo, Midtempo","Electric guitar, Drums, Bass, Acoustic guitar",Male vocal,"Singer/songwriter, Rock, Indie, Folk","One stop, Mainstream, Demo",,,"wav,mp3",0:03:12,Gregory D Putnam,100,ASCAP,G Putnam Music,,,,,,,,,,,,
134400917,CAN'T GET INTO MY HEAD - INSTRO,Synth Nymph,Music Maykers,78,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,"Piano Pop, SYNTH",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00299,,917364348,,2024,,"Reflective, Moody, Minimal, Light, Dreamy, Dark, Cool, Cinematic, Atmospheric, Fear, Challenged, COMPASSIONATE, doubtful, ALL-In","Power, Magic, Dream, Discovery, Destiny, Desire, Beautiful","Slow, Midtempo","Synth, Piano","Female vocal, Background vocals","Singer/songwriter, Pop, Indie, Ambient","One stop, Mainstream, Easy-clear",,,"wav,mp3",0:03:02,Erik William Nelson,50,ASCAP,G Putnam Music,Gregory D Putnam,50,ASCAP,G Putnam Music,,,,,,,,
134771256,LOOKIN' IN SO LOOK OUT,Doin’ the Ev'ryday,KLEIGH,95,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Clayton Michael Gunn (50%) ASCAP 462448938,Indie Folk,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00337,"I saw these waves rollin' in again n' again
Got me wonderin' 'bout wanderin'
To see what I maybe ought to see
Within my mystery but without my history
Since you came my way
All I wanna do is play (okay)
Let's stray - hey
(Say)
I’m kinda’ like lookin’ at your face
When I see it – I find my place n’
It kind’a feels okay
Climb inside that line of sight
Eye-to-eye – feel no doubt
I’m lookin’ in’ – so look out
Bein’ new n' just passin' through like payin' dues
Runnin' circles - ran right square into you
I was sprintin' in my circles n'
Who knew - stand here toe-to-toe
Touch me n' there's a hold
Taken control – yeah, lettin' go n' 
So come close
Whoa
I’m kinda’ like lookin’ at your face
Ev’rytime I see it – I find my place n’
It kind’a feels okay
Climb inside that line of sight
Eye-to-eye – forget doubt
I’m lookin’ in’ – so look out
Each time in your eyes (I)
Fall steeper – diggin’ deeper
You’re a __
I’m a __
We’re a Keeper 
I’m kinda’ like lookin’ at your face
Ev’rytimeI see it – I find my place n’
It kind’a feels okay
Climb inside that line of sight
Eye-to-eye – forget doubt
I’m lookin’ in’ – so look out",921023465,,2025,,"Reflective, Moody, Minimal, Hopeful, Emotive, Atmospheric","Winning, Love, Hope, Happiness, Good times, Discovery, Desire, Optimistic, Confidence, Connection, Identity, New beginning, Relationship, Romance",Midtempo,"Piano, Bass",Male vocal,"Singer/songwriter, Indie, Folk","One stop, Mainstream, Demo",,,"wav,mp3",0:03:38,Clayton Michael Gunn,50,ASCAP,G Putnam Music,Gregory D Putnam,50,ASCAP,G Putnam Music,,,,,,,,
135731404,DREAMERS DANCE - INSTRO,For Real?,Music Maykers,88,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Clayton Michael Gunn (50%) APRA,Singer-Songwriter/CINEMATIC,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-24-00629,,924278771,,2025,,"Warm, Uplifting, Sad, Reflective, Minimal, Light, Hopeful, Emotive, Dreamy, Cool, Confident, Cinematic, Building",Sports,"Slow, Midtempo","Piano, Percussion",Instrumental,"Singer/songwriter, Pop, Indie, Folk, Alt Rock","One stop, Mainstream, Easy-clear",,,"wav,mp3",0:03:33,Gregory D Putnam,50,ASCAP,G Putnam Music,Clayton Michael Gunn,50,ASCAP,G Putnam Music,,,,,,,,
140962073,CLAUS FOR CELEBRATION,Christmas,KLEIGH,84,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Clayton Michael Gunn (50%) ASCAP 462448938,Christmas,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-25-00372,"It's freezing cold 
The nights go slow
Cheeks turned rosy 
It's high time for cozy 
Light some candles 
Slip into socks & sandals 
Spend the night oh so holy
When Santa arrives tell me, will he
Help the holiday glow
With a giggle & a wiggle of a nose
The spirit grows like sensation
Causing sharinn' n' carin n'
A wave of anticipation (coz).........
Christmas is Claus for celebration
Make Christmas fun
Watch people run
Roads get busy
The Grinch has a tizzy
Live-wired - dead tired
Inspired - now - where are the pliers?
Knowin' Santa is me
When Santa arrives, tell me, will he
Help the holiday glow
With a giggle & a wiggle of a nose
The spirit grows like sensation
Causing sharinn' n' carin n'
A wave of anticipation (coz).........
Christmas is Claus for celebration
When Santa arrives tell me, will he
Help the holiday glow
With a giggle & a wiggle of a nose
The spirit grows like sensation
Causing sharinn' n' carin n'
A wave of anticipation (coz).........
Christmas is Claus for celebration",922845817,,2025,,"Warm, Reflective, Positive, Hopeful","Holiday, Christmas",Uptempo,"Synth, Piano, Percussion, Bells, Cymbals","Male vocal, Clean","Singer/songwriter, Rock, Folk","One stop, Demo",,,mp3,0:03:06,Clayton Michael Gunn,50,ASCAP,G Putnam Music,Gregory D Putnam,50,ASCAP,G Putnam Music,,,,,,,,
141693667,HEART FOR MY SOUL,Go for the Heart,KLEIGH,58,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Music Maykers, LLC 
Contact Greg Putnam @ 309-530-4626 
contact@musicmaykers.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Clayton Michael Gunn (50%) ASCAP,SINGER-SONGWRITER,Michael Clay,QZ-GD6-25-00001,"Watched you walk out'a that slammin' screen door 
You screamed that forever ended long before
We spoke that day - You drove away so okay
What will I do - feelin' somethin' ... leavin'   bringin'
Me emptiness n' regret
From the second you went
My head was a wreck 
Hope vanished as love fell
Dug its own wishin' hell (oh no)         
I don’t want the changes
All I feel now's a strangeness
My sweet lovin' angel 
Miss you so bad it's pain-filled
Since you left me - hurt's found no end 
Not tonight - Won't ever again (see)
I'm on the road n' feel so alone
Somehow I gotta get you to know
You're the heart for my soul
Sit n' stare at all these ole  photOgraphs
Fears - cold tears - wisecracks n' gasps
Life mirrors - look back - like they laugh (one)
Looks like you're lookin' back to ask ... if you miss me
As your drivin' down LIFE'S road (know)
How bad I need you
It's been no secret 
Something inside left (oh no)
I don’t want the changes
All I feel now's a strangeness
My sweet lovin' angel 
Miss you so bad it's painful
Since you left me - hurt's found no end 
Not tonight - Won't ever again (see)
I'm on the road n' feel so alone
Somehow I gotta get you to know
Let me come back
That's all I ask
I fell off track but
We're a match
I don’t want the changes
All I feel now's a strangeness
My sweet lovin' angel 
Miss you so bad it's painful
Since you left me - hurt's found no end 
Not tonight - Won't ever again (see)
I'm on the road n' feel so alone
Somehow I gotta get you to know
You're the heart for my soul
Heart for my soul 
Heart for my soul
Baby, your heart's for my soul",927984366,,2025,,"Sad, Reflective, Minimal, Hopeful","Winning, Searching, Love, Heartbreak, Can do, heartfelt, Optimistic, Longing, Relationship, Struggle",Midtempo,"Piano, Percussion, Electric guitar, Drums, Brass, Bass, Acoustic guitar",Male vocal,"Singer/songwriter, Pop, Folk","One stop, Mainstream, Easy-clear, Demo",,,"wav,mp3",0:04:16,Clayton Michael Gunn,50,ASCAP,G Putnam Music,Gregory D Putnam,50,ASCAP,G Putnam Music,,,,,,,,
